alpha,area_under_train_loss_curve,area_under_val_loss_curve,best_epoch,best_val_loss,dataset,ensemble_size,fidelity_final,fidelity_initial,final_test_accuracy,final_test_cross_entropy,final_test_explained_variance,final_test_macro_f1,final_test_mae,final_test_mse,final_test_precision_macro,final_test_r2,final_test_recall_macro,init_seed,initial_test_accuracy,initial_test_cross_entropy,initial_test_explained_variance,initial_test_macro_f1,initial_test_mae,initial_test_mse,initial_test_precision_macro,initial_test_r2,initial_test_recall_macro,initial_train_loss,initial_val_loss,model_name,setting,split_seed,task,training_time_total
2.0,42.91943693161011,42.19779759645462,49,0.7761358618736267,diabetes,10,2084.328302605931,2659.502343683291,,,0.1478579161570195,,56.72801362798455,4533.465646450528,,0.11592625627371922,,0,,,0.13483676585756454,,60.93127081367407,5119.04167341516,,0.0017327383851893918,,0.923362672328949,0.9461661577224731,path_expansion,ensemble_10,0,regression,1.756509667000003
5.0,30.48770922422409,28.929446637630463,49,0.5350303053855896,diabetes,10,960.5572542118091,1337.0060718675177,,,0.2986249084090715,,50.43463606245062,3666.786314404738,,0.28493789139922554,,0,,,0.2741526355592584,,53.296783104371485,3967.14361872591,,0.22636504069401386,,0.6543068289756775,0.6380220055580139,path_expansion,ensemble_10,0,regression,1.8690590409999999
10.0,23.760874152183533,21.485602736473083,49,0.41555747389793396,diabetes,10,407.66368484488606,546.2870915090155,,,0.34380485834777186,,46.685178949591815,3388.2013923822733,,0.3392648973071508,,0,,,0.34155555734755405,,47.79530763090327,3430.4922883517406,,0.3310177253550398,,0.49254873394966125,0.4484771490097046,path_expansion,ensemble_10,0,regression,1.7266942910000012
20.0,20.638451486825943,17.918293744325638,49,0.3568204939365387,diabetes,10,184.7742176409785,209.19998170715155,,,0.3344905199838596,,45.95476909165972,3422.592338318155,,0.3325582991557723,,0,,,0.33957371774045053,,46.056855876794025,3397.6927362170854,,0.33741398488574403,,0.41841819882392883,0.3603222370147705,path_expansion,ensemble_10,0,regression,1.7157765420000004
50.0,17.943784922361374,15.242077857255936,0,0.304514080286026,diabetes,10,63.621510480673706,65.49517977615525,,,0.29643978841028573,,47.50499090987645,3616.445523755028,,0.2947548779438738,,0,,,0.3011047503951497,,47.34454199973117,3590.6979997814888,,0.2997759174059883,,0.36315158009529114,0.3044821619987488,path_expansion,ensemble_10,0,regression,1.7703262080000002
100.0,16.252224922180176,13.951502084732056,30,0.27899423241615295,diabetes,10,29.642530777953816,29.48882704199353,,,0.26666984737756394,,48.575602585010316,3769.3892649082914,,0.26492923099610566,,0,,,0.27278674378015955,,48.37318137522494,3736.596150004011,,0.2713242351988113,,0.32924318313598633,0.27905765175819397,path_expansion,ensemble_10,0,regression,1.8790813339999985
,48.405437886714935,43.56957870721817,49,0.8284656405448914,diabetes,10,2506.443792495401,2885.935186222188,,,0.06332778980474918,,58.01813927125395,4817.647330980102,,0.0605078224895772,,0,,,0.00030383171583148183,,59.918066817722966,5145.112064562194,,-0.0033512635901673526,,1.0007764101028442,0.9048706889152527,mlp,ensemble_10,0,regression,1.3782099579999993
,,,,,diabetes,0,,,,,-0.012520340822599119,,55.32019900631719,5396.274079175148,,-0.012629784546152933,,1,,,-0.012520340822599119,,55.32019900631719,5396.274079175148,,-0.012629784546152933,,,,source_tree,single_tree,1,regression,0.0
0.5,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,coexplain_soft,single_tree,1,regression,0.2501627919999976
1.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,coexplain_soft,single_tree,1,regression,0.26004745899999904
2.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,coexplain_soft,single_tree,1,regression,0.25585474999999747
5.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,coexplain_soft,single_tree,1,regression,0.2589958330000002
10.0,40.34593516588211,37.51726132631302,49,0.7249050140380859,diabetes,1,2818.8137916287938,3127.3631306422476,,,0.1219490043288527,,57.3833048102561,4682.3324063253895,,0.12134387797524371,,1,,,0.08045201706039962,,59.104881286621094,4914.88944910991,,0.07770373207561654,,0.8362672328948975,0.7773017287254333,coexplain_soft,single_tree,1,regression,0.2595912499999997
20.0,24.96334731578827,24.298730194568634,49,0.4803503453731537,diabetes,1,1178.108468135266,1314.3821211022369,,,0.2134636564224951,,51.296944864680256,4203.930111427007,,0.21111774892795554,,1,,,0.20436812076850386,,51.900270269158185,4249.740967047997,,0.20252118096703964,,0.519344687461853,0.4933314323425293,coexplain_soft,single_tree,1,regression,0.264017250000002
50.0,18.260089933872223,20.01128602027893,0,0.39856645464897156,diabetes,1,423.7362358605855,424.3706888654365,,,0.14329800030657136,,51.2198440894652,4593.182357747602,,0.13807319771680204,,1,,,0.1448938354422924,,51.25781747196498,4581.630068456205,,0.14024102537798522,,0.36932653188705444,0.39861443638801575,coexplain_soft,single_tree,1,regression,0.30007979199999824
100.0,16.08752852678299,18.143362253904343,0,0.3613235652446747,diabetes,1,198.34494867137406,197.26708470902918,,,0.07436199805510446,,53.048206457931,4947.320096009492,,0.07161800727721346,,1,,,0.07688740016402151,,53.03332879570093,4932.055380877887,,0.07448248468664076,,0.3238856792449951,0.36129888892173767,coexplain_soft,single_tree,1,regression,0.28868079200000096
0.5,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.30628908399999943
1.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.3066634999999991
2.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.30656729100000035
5.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.3068935420000045
10.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.29895049999999657
20.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.2593614170000009
50.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.2591404579999974
100.0,50.0,47.62446582317352,0,0.9524893164634705,diabetes,1,3840.458930277751,3840.458930277751,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1,,,-4.440892098500626e-16,,62.53777218936534,5364.03885026026,,-0.006580730618953368,,1.0,0.9524893164634705,same_arch_random,single_tree,1,regression,0.26247624999999886
,45.46548616886139,43.6061115860939,49,0.7043212652206421,diabetes,1,2284.4808816665377,4022.3685856911025,,,0.26500095725672357,,52.74582157777936,3916.932523598253,,0.26497385431923703,,1,,,0.017134052471777794,,64.34797308418189,5537.489266214427,,-0.03912931039086076,,1.0084083080291748,0.9474175572395325,djinn,single_tree,1,regression,0.3179744999999983
